,text,label
818,Возможность реализовать свой опыт и потенциал в масштабных проектах;,0
819,Конкурентоспособную заработную плату (обсуждается индивидуально) + премии;,0
820,"Удаленный формат работы, либо можно посещать офис в Краснодаре и в Москве;",0
821,Оформление в аккредитованную IT-компанию;,0
822,ДМС после испытательного срока со стоматологией;,0
823,"Карту лояльности Магнит дисконт, которая дает широкие возможности получения скидок в компаниях партнеров по различным направлениям;",0
824,"Скидки для сотрудников от PrimeZone: более 6000 выгодных предложений по страхованию, туризму и многим другим направлениям.",0
825,Работа в ДИВЕРГЕНТ - это:,0
826,работа в аккредитованной IT-компании;,0
827,"интересные проекты в разных сферах, которые позволят прокачать свои hard и soft skills;",0
828,гибкий график работы: начало и окончания рабочего дня на твое усмотрение;,0
829,удаленный формат работы;,0
830,атмосфера стартапа и отсутствие бюрократии;,0
831,трудоустройство по ТК РФ.,0
832,Мы ждем твое резюме и будем рады видеть тебя в команде!!!,0
833,разработка backend;,0
834,разработка backend для предоставления данных на front;,0
835,оптимизация работы существующего приложения;,0
836,работа в команде разработчиков;,0
837,"Опыт работы в сфере арбитража трафика (affiliate, cpa marketing)",0
838,Условия:,0
839,Зарплата и KPI по результатам собеседования,0
840,"График 5/2, полный рабочий день",0
841,Испытательный срок 3 месяца,0
842,Удаленная работа,0
843,Теплая атмосфера компании,0
844,Возможность вырасти и попасть в команду разработки внутренних сервисов,0
845,Интересно?,0
846,"После отклика мы пришлем вам короткую анкету с тестовым заданием для заполнения, после этого свяжемся с вами и договоримся о собеседовании.",0
847,В отклике:,0
848,"обязательно укажите, сможете ли вы заполнить анкету",0
849,"кратко сформулируйте, почему нам стоит выбрать именно вас",0
850,Будет плюсом:,0
851,"если к отклику вы сможете прикрепить примеры выполненных работ в виде ссылок (сайты /скриншоты) с указанием, какую часть функционала вы реализовали.",0
852,Мы предлагаем:,0
853,работу в аккредитованной IT компании;,0
854,классный опыт в одной из сильнейших команд по цифровизации медицины в России;,0
855,"соблюдение трудового законодательства, белая заработная плата;",0
856,график работы: 5/2 c 10:00 до 19:00 по Москве;,0
857,формат работы: 100% удаленно на территории РФ;,0
858,конкурентоспособное вознаграждение (уровень обсуждается по результатам собеседования);,0
859,обучение за счет компании и возможность участия в профильных конференциях.,0
860,"Ждём тебя в команде Доктис, чтобы вместе внедрять инновации в медицине!",0
861,Минимальные требования к стажерам:,0
862,Что мы предлагаем:,0
863,"Поддержку и передачу опыта от наставника-куратора,",0
864,"Обучающие курсы, база знаний,",0
865,"Широкие возможности для обучения, профессионального и карьерного роста,",0
866,"Стажировка в комфортном офисе в пешей доступности от м. Лесная,",0
867,"График 5/2, 8-часовой рабочий день + час на обед,",0
868,"Чай, кофе, сладости, массажное кресло в офисе, насыщенная корпоративная жизнь,",0
869,Возможность трудоустройства после прохождения стажировки.,0
870,"Если ты стремишься достигнуть успеха в роли сильного специалиста по внедрению 1С для бизнеса, ждем тебя в нашу команду!",0
871,Наши ожидания:,0
872,Почему именно мы?,0
873,"–Обеспечиваем надежность - Официальное трудоустройство, оплачиваемый отпуск и больничный.",0
874,"–Справедливо оцениваем труд - Высокая заработная плата, которая оговаривается индивидуально и формируется исходя из вашего опыта.",0
875,"–Ценим коллектив - А он у нас исключительно из самых крутых специалистов, которые всегда готовы поделится своим опытом.",0
876,–Открыты к обратной с,0
877,Мы предлагаем:,0
878,Конкурентную заработную плату и бонусную систему;,0
879,Теплую рабочую атмосферу и дружный коллектив;,0
880,"Оплачиваемый отпуск, больничные и Sick days;",0
881,Возможность профессионального роста и корпоративного обучения;,0
882,Полностью удаленную работу.,0
883,Какие навыки необходимы:,0
884,"Опыт работы в команде разработки в роли - QA, PO, PM или RM",0
885,"Понимание цикла разработки программного обеспечения, жизненного цикла продукта и принципов управления",0
886,"Умение проводить декомпозицию задач, определять приоритет и сроки",0
887,Что мы предлагаем:,0
888,Работу в аккредитованной IT-компании;,0
889,Расширенный полис ДМС;,0
890,Доплаты по больничным листам до 30 дней в году;,0
891,Тренажёрный зал и душевые в офисе;,0
892,Компенсацию спорта;,0
893,Компенсацию питания;,0
894,"Подарки и выплаты сотрудникам на значимые даты (первый день в компании, день рождения, свадьба, рождение детей);",0
895,"Комнаты отдыха с настолками, приставками, игровыми автоматами/столами;",0
896,Релакс-зоны с массажными креслами Yamaguchi и топовыми кофемашинами;,0
897,От 500 до 1000 ед. игрового золота на ваш аккаунт в игре ежедневно;,0
898,"Work-life balance: приходим в офис с 9 до 10, уходим с 18 до 19.",0
899,"Lesta Games разрабатывает игровые проекты в различных жанрах, смело экспериментирует с инструментами и технологиями.",0
900,"В офисах компании в Санкт-Петербурге, Минске, Москве и Ташкенте работает более 1800 талантливых профессионалов.",0
901,"Мы делаем игры, которые стали настоящим культурным феноменом: «Мир танков», «Мир кораблей», Tanks Blitz, Royal Quest, а также работаем над новыми перспективными проектами.",0
902,Мы не намерены останавливаться – впереди нас ждут новые вызовы и миллионы игроков.,0
903,Готов вместе создавать будущее игровой индустрии? Добро пожаловать в команду!,0
904,Чем предстоит заниматься:,0
905,"Ставить, контролировать и отслеживать задачи, необходимые для выпуска мажорных и минорных версий игры или сопутствующих сервисов.",0
906,"Координировать работу и коммуникацию по подготовке\выпуску проектов в сотрудничестве с проектными группами, DevOps, QA, менеджерами по контенту и другими отделами",0
907,"Анализировать, координировать и эскалировать решение инцидентов",0
908,Выстраивать технические зависимости релизов,0
909,"Устанавливать требования, график и план релизов",0
910,Способность самостоятельно искать информацию в тематических ресурсах на английском языке для решения возникших проблем;,0
911,"Умение брать на себя ответственность и доводить задачу до конца, не стесняться задавать вопросы куратору;",0
912,Грамотная устная и письменная речь;,0
913,"Стрессоустойчивость и соблюдение субординации – не всегда критично, но заказчики бывают разные;",0
914,Мы предлагаем:,0
915,Работа в ИТ-аккредитованной компании;,0
916,Куратора и программу онбординга;,0
917,"Регулярное обучение и профильные конференции за счёт компании, современное оборудование для работы.",0
918,Гибридный формат работы;,0
919,Гибкий график работы;,0
920,Официальная «белая» зарплата;,0
921,"Оформление с первого рабочего дня, полное соблюдение ТК РФ;",0
922,"Интересные, амбициозные задачи с достижимым результатом;",0
923,"Достаточную свободу действий, инструментарий и необходимые ресурсы.",0
924,"Группа компаний ""ИНФОРСЕР"" – российский системный интегратор, основанный в 1993 году. Мы специализируемся на создании и модернизации автоматизированных систем корпоративного уровня для государственных ведомств и предприятий, с последующим обеспечением процесса их внедрения, сопровождения и технической поддержки.",0
925,"Сейчас мы находимся в поиске начинающего Java-разработчика, для участия в проекте по разработке и поддержанию информационной системы государственного заказчика.",0
926,Чем предстоит заниматься:,0
927,Разработка системы электронного документооборота и её интеграции с сервисами внешних ведомств;,0
928,"Разработка прикладного функционала, автоматизирующего основную деятельность заказчика.",0
929,Стек технологий проекта:,0
930,"Java 6, JavaScript, Oracle, PostgreSQL, IntelliJ IDEA, maven, Teamcity, ActiveMQ, Elasticsearch, GIT.",0
931,"Мы хотим видеть в команде человека, обладающего следующим опытом:",0
932,"Rambler&Co занимает первое место среди медиахолдингов России по объему аудитории цифровых ресурсов — свыше 45,2 млн человек ежемесячно (по данным Mediascope, Cross Web, 2023). В него входит «Лента.ру», «Газета.Ru», Championat.com, портал «Рамблер», «Секрет фирмы» и ряд других медиаактивов. Благодаря различной тематической принадлежности площадок холдинг покрывает почти весь спектр интересов и потребностей различных аудиторий.",0
933,"Мы активно занимаемся созданием технологий и продуктов, основанных на обработке и анализе данных. Вам предстоит принять участие в одном из ключевых продуктов: разработке рекомендательной платформы, которая подбирает для пользователя наиболее интересный контент на всех ресурсах нашего холдинга. Цель этой системы - обеспечить рекомендациями различные площадки Rambler&Co.",0
934,Чем предстоит заниматься:,0
935,"Проектирование, разработка и улучшение Big Data пайплайнов;",0
936,"улучшение dev инфраструктуры, процессов разработки;",0
937,дизайн мониторинга ETL систем.,0
938,"Мы ищем инженера, который будет работать с ETL (в т.ч реалтайм), где из потока событий (клик, просмотр и т.д.) формируются датасеты для обучения ML моделей, считаются ML фичи и готовятся данные для аналитики.",0
939,"О стеке: события берем из Kafka, дальше работаем с ними в Hadoop: Hive, Pyspark, Hdfs - дальше что-то остается в Hive, что-то идет в Clikchouse или в Redis. Пишем в основном на Python. Некоторые компоненты разработаны на Java и Go.",0
940,"Почтатех – ИТ-компания, которая разрабатывает продукты и сервисы для Почты России. Мы помогаем сделать услуги Почты удобными и доступными для миллионов людей. Нам есть чем гордиться и куда расти!",0
941,Присоединяйтесь к команде!,0
942,Обязанности,0
943,Условия:,0
944,Официальное трудоустройство по ТК РФ,0
945,"Работу в офисе, удаленно или в гибридном формате",0
946,Конкурентную зарплату и премию,0
947,Льготную ИТ-ипотеку и другие преимущества для сотрудников аккредитованных ИТ-компаний,0
948,"ДМС со стоматологией, страхование на время выезда за рубеж после трех месяцев работы",0
949,"Корпоративные предложения и скидки у компаний-партнеров: фитнес, ДМС для родственников",0
950,Современный стек и продуктовый подход к разработке,0
951,"Поддержку со стороны внутренних комьюнити: Java, Frontend, iOS, Android, DevOps, Design, QA, .NET, Analytics, Agile, Python, 1C, Solution Architecture, Support, Project management.",0
952,"дноклассники — это крупнейшая развлекательная социальная сеть в России. Недавно у нас было масштабное обновление: теперь ОК — это территория увлечений. Здесь можно найти много классного и качественного контента, посвящённого даже очень редкому хобби.",0
953,"А ещё ОК — это команда, получающая искренние эмоции и удовольствие от бренда, контента и цифровых технологий с 2006 года. Пул задач в ОК шире, чем в большинстве проектов. Это классный драйвер для изучения топовых технологий, подходов и решений в реальных условиях.",0
954,"Мы расширяем нашу ML-команду и ищем эксперта, который будет участвовать в разработке сервисов ленты рекомендаций. Лента — это сервис с десятками миллионов DAU на всех платформах. В нашей ленте есть два типа контента:",0
955,"1. подписной — контент, который пользователи хотят просматривать сами;",0
956,"2. неподписной — контент, который мы с помощью различных моделей машинного обучения (и не только) рекомендуем исходя из предпочтений пользователя. Эти сервисы не только отбирают интересный пользователю контент, но и делают это быстро, в том числе формируя рекомендации на лету, в реальном времени анализируя данные об активности пользователя на сайте.",0
957,Что необходимо знать о нас:,0
958,"анные. Несколько HDFS-кластеров с общим объёмом данных более 200 ПБ, подробная история активности пользователей за несколько лет.",0
959,"Железо. Вычислительный кластер на 200+ TБ RAM, 60K cores, десятки тысяч задач в день.",0
960,"Масштаб влияния на бизнес. Непосредственное влияние на основные метрики бизнеса: DAU, Retention, Timespent, NPS.",0
961,"Уровень развития Data Science в компании. Налажены все основные процессы со сбором признаков, обучением и инференсом моделей, запуском и анализом А/В-экспериментов.",0
962,"Роль ML-инженера. ML-инженер может участвовать во всех этапах жизненного цикла моделей — от идеи до внедрения. В основном, вы будете реализовывать сбор признаков, обучать и конфигурировать модели, принимать решения по результатам А/В-экспериментов, реализовывать инференс моделей в продакшене, сопровождать модель в дальнейшем.",0
963,"Коммуникация внутри команды. Один общекомандный созвон в неделю для синка по задачам. Bi-weekly синки со всей ML-командой, где обсуждают интересные кейсы. Ежемесячные 1-1 с руководителем команды.",0
964,"Prod/Research. По большей части — прод, но иногда бывают задачи, для решения которых необходимо предварительно проводить исследования, читать статьи и реализовывать идеи из них.",0
965,"сложные и интересные задачи: высоконагруженные быстрорастущие сервисы, которые задают уровень для конкурентов качеством и технологиями;",0
966,"команда: с нами работают профессионалы экстра-класса, каждый из которых может поделиться своей экспертизой;",0
967,"профессиональное развитие: прямо в офисе мы организуем митапы, конференции, семинары и тренинги, куда открыт доступ каждому сотруднику, а также регулярно посещаем лучшие мировые конференции;",0
968,"новый опыт: лучшие сотрудники преподают в наших образовательных проектах, выступают на российских и международных конференциях;",0
969,"выбор: удалёнка или комфортный офис с парковкой, душем и зонами отдыха в Санкт-Петербурге или Москве;",0
970,"спорт: компания компенсирует затраты на спортивные активности — занятия в фитнес-клубе, индивидуальные тренировки, участия в соревнованиях;",0
971,"регулярно пересматриваемая зарплата, годовые бонусы, социальный пакет с первого дня (ДМС, английский язык).",0
972,Что предлагаем:,0
973,"График работы: 5/2 (с 9:00 до 18:00) - возможен удаленный формат, обсуждается на собеседовании",0
974,Официальное оформление в соответствии ТК РФ,0
975,Конкурентный уровень дохода: оклад + премии,0
976,Место работы м. Бауманская (пешая доступность),0
977,"Медицинская страховка, страховка для выезжающих за границу",0
978,Доплата к отпуску и больничному листу,0
979,Дополнительные льготы при заключении брака и рождении детей,0
980,Социальная поддержка при сложных жизненных ситуациях,0
981,Льготное кредитование для сотрудников,0
982,Обучение в корпоративном университете Банка,0
983,Корпоративная библиотека,0
984,"Мы ищем data scientist’а с опытом работы в текстовых задачах, рекомендательных или поисковых системах. Если вы хорошо знаете математику, любите копаться в больших массивах данных, находить в них закономерности, и умеете внедрять свои решения в продакшн, то мы будем рады видеть вас в нашей компании.",0
985,"Мы развиваем ML-модели ранжирования поиска и рекомендаций, которые позволяют находить работу людям со всей страны. Наша основная задача состоит в количественном росте продуктовых метрик, таких как кол-во откликов/приглашений, все гипотезы строго проверяются с помощью A/B-экспериментов. Наши решения работают в online режиме под большой нагрузкой на поисковом кластере из 100+ машин. Мы работаем в продуктовых кросс-функциональных (frontend/backend/data science) командах по гибким методологиям.",0
986,Требования,0
987,Обязанности,0
988,Развитие моделей поискового ранжирования и рекомендательных систем;,0
989,"Тюнинг существующих моделей, feature engineering, а также построение новых решений с нуля;",0
990,Прототипирование и доведение своих решений до продакшна на python;,0
991,Полная поддержка своих моделей: от написания запроса для выгрузки обучающей выборки из хранилищ данных до анализа результатов A/B-экспериментов и переключения всех пользователей на новый функционал;,0
992,Условия,0
993,Возможность выбора места работы: удаленно или из офиса;,0
994,Гибкий график рабочего дня;,0
995,"Оформление в соответствии с ТК РФ, «Белая» заработная плата, выплачиваемая точно в срок;",0
996,Корпоративное ДМС с первого месяца работы (решаем вопросы со здоровьем быстро и удобно);,0
997,"Возможность профессионального развития, обучение за счет компании, участие в специализированных конференциях;",0
998,"Задачи, над которыми ты будешь работать:",0
999,Погружение в процессы цифровой агрономической компании.,0
1000,Внедрение современных мобильных приложений на основе прикладных usecase.,0
1001,"Работа с агрономическими ГИС и системами спутниковой навигации, агроскаутингом и системами цифрового земледелия.",0
1002,Условия:,0
1003,"Официальное оформление в соответствии с ТК РФ, полная стабильность",0
1004,Отсутствие бюрократии и плоская организационная структура,0
1005,"Возможность вносить коррективы в процессы, в архитектуру и лояльный бизнес, постоянные коммуникации, возможность на равных обсуждать бизнес-фичи на стадии формирования",0
1006,"Действительно высокий уровень дохода, оклад + годовая премия, полностью ""белый"".",0
1007,"Гибкое начало работы, но 5/2, полный день. Возможен частично-удаленный / удаленный формат работы. Офис- м/мцд Окружная или корп.транспорт 7 минут от м.Петровско-Разумовская. .",0
1008,"Хорошее техническое оснащение, никаких проблем с доступами на удаленной работе",0
1009,Расширенный полис ДМС,0
1010,До 20% скидка на продукцию компании,0
1011,"Мы являемся официальной IT компанией в РФ (льготная ипотека, отсрочка от армии).",0
1012,Индексация дохода,0
1013,"Группа Компаний «Сервис Плюс» - мы аккредитованная, продуктовая компания (штат 500 человек, 30 лет на рынке IT), разрабатываем комплексные IT-решений на базе собственного ПО для ведущих сетей розничной торговли РФ: Х5, Магнит, Ашан, Лента, ОКЕЙ, Мираторг, Черкизово, Дикси, Монетка, Азбука Вкуса и многие другие.",0
1014,Ищем Scala-разработчика Junior+/Middle,0
1015,"Команда: lead + 4 backend +3 frontend +2 tester + DevOps, разработка по методологии Scrum.",0
1016,"Продукт: клиент-серверные решения (микро сервисная архитектура).Система состоит из 200 взаимозаменяемых и дополняемых модулей, которые могут изменяться, не затрагивая основной функционал. Много интеграций с внешними системами и оборудованием.",0
1017,Технологии разработки:,0
1018,"• Play framework, Akka, ZIO, Cats, Sbt, Elasticsearch, Kafka, Mysql (MariaDB), http, ws, Clickhouse, Docker, Jenkins, Git, Jira, Confluence",0
1019,Чем предстоит заниматься:,0
1020,работать в продуктовой команде,0
1021,ДМС для родственников,0
